,Quantity,Item_Name,Item_Price
705,1,Bottled Water,$1.50 
706,1,Chicken Bowl,$11.25 
707,1,Steak Burrito,$9.25 
708,1,Chips and Roasted Chili Corn Salsa,$2.95 
709,1,Canned Soft Drink,$1.25 
710,1,Veggie Burrito,$8.49 
711,1,Chips and Guacamole,$3.99 
712,1,Steak Burrito,$11.48 
713,1,Chips and Guacamole,$3.99 
714,1,Veggie Burrito,$8.49 
715,1,Chicken Burrito,$11.25 
716,1,Canned Soft Drink,$1.25 
717,1,Barbacoa Burrito,$8.99 
718,1,Side of Chips,$1.69 
719,1,Chicken Bowl,$11.25 
720,1,Canned Soft Drink,$1.25 
721,1,6 Pack Soft Drink,$6.49 
722,1,Chicken Bowl,$8.75 
723,1,Barbacoa Burrito,$9.25 
724,1,Chicken Burrito,$8.75 
725,1,Chips and Fresh Tomato Salsa,$2.95 
726,1,Chicken Burrito,$8.75 
727,1,Steak Burrito,$11.75 
728,1,Steak Burrito,$8.69 
729,1,Steak Crispy Tacos,$8.69 
730,1,Chips and Fresh Tomato Salsa,$2.29 
731,1,Chips and Guacamole,$3.99 
732,1,Veggie Burrito,$8.49 
733,1,Chicken Bowl,$8.75 
734,1,Chicken Burrito,$8.75 
735,1,Canned Soft Drink,$1.25 
736,1,Steak Burrito,$11.75 
737,1,Veggie Bowl,$11.25 
738,1,Veggie Soft Tacos,$11.25 
739,1,Chicken Burrito,$11.25 
740,1,Canned Soft Drink,$1.25 
741,1,Steak Burrito,$9.25 
742,1,Barbacoa Burrito,$11.75 
743,1,6 Pack Soft Drink,$6.49 
744,1,Chips and Guacamole,$3.99 
745,1,Veggie Burrito,$8.49 
746,1,Chicken Burrito,$11.25 
747,1,Chips,$2.15 
748,1,Chicken Burrito,$11.25 
749,1,Steak Salad Bowl,$11.89 
750,1,Barbacoa Bowl,$8.99 
751,1,Side of Chips,$1.69 
752,1,Steak Salad,$8.99 
753,1,Steak Bowl,$8.99 
754,1,Chips and Guacamole,$3.99 
755,1,Carnitas Soft Tacos,$8.99 
756,1,Barbacoa Burrito,$9.25 
757,1,Steak Bowl,$9.25 
758,1,Chips,$2.15 
759,1,Burrito,$7.40 
760,1,Burrito,$7.40 
761,1,Veggie Burrito,$8.75 
762,1,Chicken Salad Bowl,$8.75 
763,1,Barbacoa Crispy Tacos,$9.25 
764,1,Chips and Guacamole,$4.45 
765,1,Chicken Bowl,$11.25 
766,1,Canned Soft Drink,$1.25 
767,1,Carnitas Burrito,$11.75 
768,1,Chicken Crispy Tacos,$11.25 
769,1,Canned Soft Drink,$1.25 
770,1,Chips and Guacamole,$3.99 
771,1,Veggie Burrito,$8.49 
772,1,Chicken Bowl,$8.49 
773,1,Chicken Bowl,$8.49 
774,1,Steak Crispy Tacos,$8.99 
775,1,Chicken Bowl,$8.75 
776,1,Chips,$2.15 
777,1,Canned Soft Drink,$1.25 
778,1,Chicken Burrito,$8.49 
779,1,Canned Soda,$1.09 
780,1,Bottled Water,$1.09 
781,1,Veggie Soft Tacos,$8.75 
782,1,Chips and Tomatillo-Green Chili Salsa,$2.95 
783,1,Canned Soft Drink,$1.25 
784,1,Steak Bowl,$9.25 
785,1,Canned Soft Drink,$1.25 
786,1,Chips,$2.15 
787,1,Chicken Burrito,$11.25 
788,1,Canned Soft Drink,$1.25 
789,1,Chips and Guacamole,$4.45 
790,1,Chicken Burrito,$8.75 
791,2,Canned Soft Drink,$2.50 
792,2,Chips and Guacamole,$8.90 
793,1,Chicken Burrito,$8.75 
794,1,Chicken Bowl,$8.75 
795,1,Chicken Bowl,$8.75 
796,1,Chicken Burrito,$11.25 
797,1,Veggie Burrito,$11.25 
798,1,Chicken Bowl,$10.98 
799,1,Chips and Guacamole,$3.99 
800,1,Chicken Burrito,$10.98 
801,1,Chips and Guacamole,$3.99 
802,1,Side of Chips,$1.69 
803,1,Barbacoa Bowl,$8.99 
804,1,Barbacoa Bowl,$9.25 
805,1,Chicken Bowl,$8.75 
806,1,Steak Burrito,$8.99 
807,1,Canned Soda,$1.09 
808,1,Steak Burrito,$9.25 
809,1,Chips and Tomatillo-Green Chili Salsa,$2.95 
810,1,Chicken Burrito,$8.75 
811,1,Steak Burrito,$9.25 
812,1,Chips and Guacamole,$3.99 
813,1,Veggie Burrito,$8.49 
814,1,Chicken Burrito,$8.75 
815,1,Chicken Bowl,$8.75 
816,2,Chicken Salad Bowl,$22.50 
817,1,Chicken Bowl,$10.98 
818,3,Bottled Water,$3.27 
819,1,Chips and Guacamole,$3.99 
820,1,Carnitas Soft Tacos,$8.99 
821,1,Canned Soda,$1.09 
822,1,Carnitas Bowl,$11.08 
823,1,Chicken Burrito,$8.75 
824,1,Chips and Guacamole,$4.45 
825,1,Steak Bowl,$11.08 
826,1,Chips and Guacamole,$3.99 
827,1,Veggie Burrito,$8.49 
828,2,Chips,$4.30 
829,1,Barbacoa Crispy Tacos,$9.25 
830,1,Chicken Crispy Tacos,$8.75 
831,1,Veggie Bowl,$11.25 
832,1,Veggie Bowl,$11.25 
833,1,Carnitas Bowl,$9.25 
834,1,Chicken Burrito,$8.49 
835,1,Carnitas Burrito,$8.99 
836,1,Chicken Burrito,$8.49 
837,1,Chicken Bowl,$8.75 
838,1,Chips and Tomatillo-Red Chili Salsa,$2.95 
839,1,Chips and Guacamole,$4.45 
840,1,Barbacoa Bowl,$9.25 
841,1,Chips and Roasted Chili Corn Salsa,$2.95 
842,1,Steak Bowl,$9.25 
843,1,Veggie Bowl,$8.75 
844,1,Chicken Bowl,$11.25 
845,1,Chips and Guacamole,$4.45 
846,2,Veggie Bowl,$16.98 
847,1,Veggie Burrito,$8.49 
848,1,Chips and Fresh Tomato Salsa,$2.39 
849,1,Chicken Bowl,$11.25 
850,3,Canned Soft Drink,$3.75 
851,1,Carnitas Bowl,$9.25 
852,1,Chips and Guacamole,$4.45 
853,1,Barbacoa Burrito,$9.25 
854,1,Barbacoa Burrito,$9.25 
855,1,Chips and Guacamole,$4.45 
856,1,Chicken Burrito,$8.75 
857,1,Barbacoa Soft Tacos,$9.25 
858,1,Chicken Burrito,$8.75 
859,1,Barbacoa Burrito,$9.25 
860,1,Steak Burrito,$9.25 
861,1,Steak Burrito,$9.25 
862,1,Steak Burrito,$11.48 
863,1,Steak Burrito,$8.99 
864,2,Chicken Salad Bowl,$22.50 
865,1,Carnitas Burrito,$11.75 
866,1,Chicken Crispy Tacos,$11.25 
867,1,Canned Soft Drink,$1.25 
868,1,Chicken Bowl,$8.75 
869,1,Chips,$2.15 
870,1,Canned Soft Drink,$1.25 
871,1,Chicken Bowl,$11.25 
872,1,Chicken Soft Tacos,$8.75 
873,1,Canned Soft Drink,$1.25 
874,1,Veggie Burrito,$11.25 
875,1,Bottled Water,$1.50 
876,1,Chicken Soft Tacos,$11.25 
877,1,Chicken Bowl,$11.25 
878,1,Barbacoa Burrito,$9.25 
879,1,6 Pack Soft Drink,$6.49 
880,2,Chips and Guacamole,$8.90 
881,1,Chicken Bowl,$8.75 
882,1,Chips and Guacamole,$4.45 
883,1,Chicken Soft Tacos,$11.25 
884,1,Canned Soft Drink,$1.25 
885,2,Chicken Crispy Tacos,$17.50 
886,1,Steak Burrito,$9.25 
887,1,Veggie Bowl,$8.75 
888,1,Barbacoa Burrito,$11.75 
889,2,Bottled Water,$3.00 
890,1,Chicken Bowl,$8.49 
891,1,Veggie Burrito,$8.49 
892,1,Chicken Bowl,$10.98 
893,1,Steak Salad,$8.99 
894,1,Chips and Guacamole,$3.99 
895,1,Chicken Burrito,$8.75 
896,1,Chips and Guacamole,$4.45 
897,1,Steak Burrito,$8.99 
898,1,Side of Chips,$1.69 
899,1,Steak Bowl,$11.75 
900,1,Chicken Bowl,$8.75 
901,1,Veggie Bowl,$11.25 
902,1,Chips and Guacamole,$4.45 
903,1,Barbacoa Burrito,$11.75 
904,1,Canned Soft Drink,$1.25 
905,1,Steak Bowl,$11.75 
906,1,Chips and Roasted Chili Corn Salsa,$2.95 
907,1,Steak Burrito,$8.99 
908,1,Steak Burrito,$8.99 
909,2,Canned Soda,$2.18 
910,2,Steak Bowl,$17.98 
911,1,Steak Burrito,$8.99 
912,1,Chicken Burrito,$8.49 
913,1,Side of Chips,$1.69 
914,1,Steak Burrito,$11.75 
915,1,Chicken Bowl,$11.25 
916,1,Chips and Tomatillo-Green Chili Salsa,$2.95 
917,3,Canned Soft Drink,$3.75 
918,1,Steak Crispy Tacos,$9.25 
919,1,Barbacoa Bowl,$11.75 
920,1,Chicken Bowl,$8.75 
921,1,Chips,$2.15 
922,1,Bottled Water,$1.50 
923,1,Chicken Soft Tacos,$8.49 
924,1,Chicken Soft Tacos,$8.49 
925,1,Nantucket Nectar,$3.39 
926,1,Steak Bowl,$8.69 
927,1,Chips and Guacamole,$3.89 
928,1,Chicken Bowl,$8.75 
929,1,Chips and Guacamole,$4.45 
930,1,Chicken Bowl,$8.75 
931,1,Veggie Burrito,$11.25 
932,1,Chips,$2.15 
933,1,Chicken Bowl,$8.75 
934,1,Chicken Bowl,$8.49 
935,1,Side of Chips,$1.69 
936,1,Veggie Bowl,$8.49 
937,1,Chicken Bowl,$8.49 
938,1,Canned Soft Drink,$1.25 
939,1,Chicken Burrito,$8.75 
940,1,Steak Burrito,$11.75 
941,1,Steak Burrito,$11.75 
942,1,Steak Burrito,$8.99 
943,1,Bottled Water,$1.09 
944,1,Chicken Bowl,$8.75 
945,1,Chips and Guacamole,$4.45 
946,1,Chicken Crispy Tacos,$8.75 
947,1,Chips and Fresh Tomato Salsa,$2.95 
948,1,Chicken Bowl,$8.75 
949,1,Chips,$2.15 
950,1,Chips and Guacamole,$3.99 
951,1,Chicken Burrito,$8.49 
952,1,Steak Bowl,$8.99 
953,1,Chips and Guacamole,$3.99 
954,1,Chicken Burrito,$8.49 
955,1,Side of Chips,$1.69 
956,1,Canned Soda,$1.09 
957,1,Steak Burrito,$8.99 
958,1,Canned Soda,$1.09 
959,1,Carnitas Burrito,$9.25 
960,1,Veggie Salad Bowl,$8.75 
961,1,Steak Soft Tacos,$8.99 
962,1,Chips and Fresh Tomato Salsa,$2.39 
963,1,Canned Soft Drink,$1.25 
964,1,Canned Soft Drink,$1.25 
965,1,Chicken Burrito,$11.25 
966,1,Chicken Soft Tacos,$11.25 
967,1,Steak Burrito,$9.25 
968,1,Steak Soft Tacos,$9.25 
969,1,Chicken Soft Tacos,$11.25 
970,1,Bottled Water,$1.50 
971,1,Chips and Guacamole,$3.99 
972,1,Veggie Burrito,$8.49 
973,1,Veggie Burrito,$11.25 
974,1,Carnitas Burrito,$9.25 
975,1,Chicken Bowl,$11.25 
976,2,Chicken Bowl,$17.50 
977,1,Chicken Bowl,$8.75 
978,2,Chips and Guacamole,$8.90 
979,1,Chicken Bowl,$8.75 
980,1,Chicken Bowl,$8.75 
981,1,Barbacoa Burrito,$8.99 
982,1,Chips and Tomatillo-Green Chili Salsa,$2.39 
983,1,Chicken Burrito,$11.25 
984,1,Carnitas Bowl,$9.25 
985,1,Chips,$2.15 
986,1,Chicken Burrito,$11.25 
987,1,Canned Soft Drink,$1.25 
988,1,Barbacoa Soft Tacos,$11.75 
989,1,Canned Soft Drink,$1.25 
990,1,Chicken Burrito,$11.25 
991,1,Steak Burrito,$11.75 
992,1,Canned Soft Drink,$1.25 
993,1,Chicken Bowl,$11.25 
994,1,Chicken Bowl,$11.25 
995,1,Chicken Bowl,$8.49 
996,1,Chicken Bowl,$10.98 
997,1,Chicken Burrito,$8.75 
998,1,Canned Soft Drink,$1.25 
999,1,Chicken Soft Tacos,$8.75 
1000,1,Chicken Bowl,$8.49 
1001,1,Chicken Bowl,$8.49 
1002,1,Bottled Water,$1.50 
1003,1,Bottled Water,$1.50 
1004,1,Chicken Bowl,$8.75 
1005,1,Chips and Guacamole,$4.45 
1006,1,Chicken Crispy Tacos,$11.25 
1007,1,Canned Soft Drink,$1.25 
1008,1,Carnitas Crispy Tacos,$11.75 
1009,1,Chicken Burrito,$8.49 
1010,1,Chips and Tomatillo-Green Chili Salsa,$2.39 
1011,1,Steak Bowl,$9.25 
1012,1,Chips and Guacamole,$4.45 
1013,1,Steak Burrito,$9.25 
1014,1,Chicken Bowl,$8.75 
1015,1,Steak Burrito,$8.99 
1016,1,Side of Chips,$1.69 
1017,2,Chicken Bowl,$17.50 
1018,1,Chips and Tomatillo-Green Chili Salsa,$2.39 
1019,1,Barbacoa Crispy Tacos,$8.99 
1020,1,Steak Crispy Tacos,$8.99 
1021,1,Chicken Burrito,$11.25 
1022,1,Chips and Guacamole,$4.45 
1023,1,Chicken Bowl,$8.75 
1024,1,Chips and Guacamole,$4.45 
1025,1,Steak Burrito,$9.25 
1026,1,6 Pack Soft Drink,$6.49 
1027,1,Chicken Crispy Tacos,$10.98 
1028,1,Chicken Burrito,$8.49 
1029,1,Chicken Burrito,$8.49 
1030,1,Canned Soda,$1.09 
1031,1,Side of Chips,$1.69 
1032,1,Barbacoa Bowl,$9.25 
1033,1,Chips and Guacamole,$4.45 
1034,1,Chicken Bowl,$8.75 
1035,1,Canned Soft Drink,$1.25 
1036,1,Chips and Fresh Tomato Salsa,$2.95 
1037,1,Chips and Guacamole,$3.99 
1038,1,Veggie Burrito,$8.49 
1039,1,Steak Bowl,$11.75 
1040,1,Steak Bowl,$11.75 
1041,1,Chips,$2.15 
1042,1,Steak Bowl,$11.48 
1043,1,Chicken Bowl,$8.75 
1044,1,Chips,$2.15 
1045,1,Canned Soft Drink,$1.25 
1046,1,Chicken Burrito,$11.25 
1047,1,Chips,$2.15 
1048,1,Canned Soft Drink,$1.25 
1049,1,Chicken Burrito,$8.75 
1050,1,Chicken Burrito,$8.75 
1051,1,6 Pack Soft Drink,$6.49 
1052,1,Side of Chips,$1.69 
1053,1,Steak Bowl,$8.99 
1054,1,Chicken Burrito,$8.75 
1055,1,Barbacoa Burrito,$11.75 
1056,1,Chicken Burrito,$10.98 
1057,1,Canned Soda,$1.09 
1058,1,Chicken Bowl,$8.49 
1059,1,Izze,$3.39 
1060,1,Chicken Bowl,$8.75 
1061,1,Chips,$2.15 
1062,1,Canned Soft Drink,$1.25 
1063,1,Carnitas Burrito,$11.48 
1064,1,Chicken Burrito,$10.98 
1065,1,Chicken Salad,$10.98 
1066,1,Chicken Bowl,$8.49 
1067,1,Chips and Roasted Chili Corn Salsa,$2.95 
1068,1,Barbacoa Bowl,$9.25 
1069,1,Steak Burrito,$9.25 
1070,1,Steak Burrito,$11.75 
1071,1,Chips and Guacamole,$4.45 
1072,1,Steak Burrito,$11.48 
1073,1,Chicken Bowl,$11.25 
1074,1,Veggie Burrito,$8.75 
1075,1,Chips and Guacamole,$4.45 
1076,1,Side of Chips,$1.69 
1077,1,Steak Bowl,$8.99 
1078,1,Chicken Bowl,$8.75 
1079,1,Chips and Guacamole,$4.45 
1080,1,Bottled Water,$1.50 
1081,1,Steak Bowl,$11.75 
1082,1,Chips,$2.15 
1083,1,Steak Burrito,$8.99 
1084,1,Chips and Tomatillo-Green Chili Salsa,$2.39 
1085,1,Chicken Burrito,$8.75 
1086,1,Chips and Fresh Tomato Salsa,$2.95 
1087,1,Canned Soft Drink,$1.25 
1088,1,Chicken Bowl,$8.75 
1089,1,Chips,$2.15 
1090,1,Canned Soft Drink,$1.25 
1091,2,Canned Soda,$2.18 
1092,2,Canned Soda,$2.18 
1093,1,Steak Burrito,$11.48 
1094,1,Chicken Soft Tacos,$8.75 
1095,1,Chips and Fresh Tomato Salsa,$2.95 
1096,1,Steak Bowl,$11.75 
1097,1,Carnitas Burrito,$11.75 
1098,1,Canned Soft Drink,$1.25 
1099,1,Chicken Burrito,$10.58 
1100,1,Barbacoa Burrito,$8.99 
1101,1,Chips and Tomatillo-Red Chili Salsa,$2.39 
1102,1,Steak Burrito,$11.75 
1103,1,Chips and Guacamole,$4.45 
1104,1,Chicken Bowl,$11.25 
1105,1,Veggie Burrito,$11.25 
1106,2,Chicken Bowl,$17.50 
1107,1,Chicken Burrito,$8.75 
1108,1,Chicken Bowl,$8.75 
1109,1,Chicken Salad Bowl,$8.75 
1110,2,Chicken Salad Bowl,$22.50 
1111,1,Steak Bowl,$9.25 
1112,1,Chicken Bowl,$8.75 
1113,1,Chips and Guacamole,$4.45 
1114,1,Steak Burrito,$11.75 
1115,1,Canned Soft Drink,$1.25 
1116,1,Chicken Burrito,$11.25 
1117,1,Chicken Burrito,$11.25 
1118,1,Chips and Fresh Tomato Salsa,$2.95 
1119,1,Barbacoa Burrito,$8.99 
1120,1,Side of Chips,$1.69 
1121,1,Chicken Burrito,$11.25 
1122,1,Chips and Guacamole,$4.45 
1123,1,Chicken Bowl,$8.75 
1124,1,6 Pack Soft Drink,$6.49 
1125,1,Chicken Burrito,$8.75 
1126,1,Chips and Guacamole,$4.45 
1127,1,Carnitas Burrito,$9.25 
1128,1,Chips and Guacamole,$4.45 
1129,1,Barbacoa Soft Tacos,$11.75 
1130,1,Steak Burrito,$11.75 
1131,1,Chips and Guacamole,$4.45 
1132,1,Carnitas Salad Bowl,$11.89 
1133,1,Steak Bowl,$11.75 
1134,1,Chicken Bowl,$11.25 
1135,1,Chips and Fresh Tomato Salsa,$2.95 
1136,1,Bottled Water,$1.50 
1137,1,Chips and Guacamole,$4.45 
1138,1,Chicken Burrito,$8.75 
1139,1,Steak Burrito,$8.99 
1140,1,Bottled Water,$1.09 
1141,1,Steak Burrito,$8.99 
1142,1,Canned Soda,$1.09 
1143,1,Chips and Guacamole,$3.99 
1144,1,Steak Burrito,$11.48 
1145,1,Veggie Burrito,$8.49 
1146,1,Steak Burrito,$9.25 
1147,1,Chips and Guacamole,$4.45 
1148,1,Steak Bowl,$11.48 
1149,1,Barbacoa Soft Tacos,$9.25 
1150,1,Chips and Roasted Chili Corn Salsa,$2.95 
1151,1,Barbacoa Burrito,$9.25 
1152,1,Chicken Burrito,$8.49 
1153,1,Steak Burrito,$8.99 
1154,1,Steak Burrito,$8.99 
1155,1,Chicken Burrito,$8.49 
1156,1,Chicken Bowl,$8.75 
1157,1,Chips and Tomatillo-Green Chili Salsa,$2.95 
1158,1,Chips and Guacamole,$4.45 
1159,1,Steak Salad Bowl,$11.89 
1160,1,Chicken Burrito,$10.58 
1161,1,Chicken Burrito,$8.19 
1162,1,Side of Chips,$1.69 
1163,1,Chicken Bowl,$8.75 
1164,1,Chips,$2.15 
1165,1,Canned Soft Drink,$1.25 
1166,2,Chicken Burrito,$17.50 
1167,1,6 Pack Soft Drink,$6.49 
1168,1,Steak Crispy Tacos,$9.25 
1169,1,Chips,$2.15 
1170,1,Chicken Burrito,$8.75 
1171,1,Chips and Guacamole,$4.45 
1172,1,Chicken Bowl,$8.75 
1173,1,Canned Soft Drink,$1.25 
1174,1,Barbacoa Bowl,$11.48 
1175,1,Barbacoa Bowl,$11.48 
1176,1,Steak Bowl,$8.99 
1177,2,Bottled Water,$2.18 
1178,1,Chicken Bowl,$8.49 
1179,1,Barbacoa Bowl,$8.99 
1180,1,Chips and Roasted Chili Corn Salsa,$2.39 
1181,1,Chips and Tomatillo-Red Chili Salsa,$2.39 
1182,2,Bottled Water,$2.18 
1183,1,Chicken Bowl,$8.75 
1184,1,Chips and Guacamole,$4.45 
1185,1,Chicken Burrito,$11.25 
1186,1,Carnitas Soft Tacos,$9.25 
1187,1,Barbacoa Burrito,$9.25 
1188,1,Chicken Bowl,$11.25 
1189,1,Chicken Salad Bowl,$11.25 
1190,1,Chips and Guacamole,$4.45 
1191,1,Chips and Tomatillo-Red Chili Salsa,$2.95 
1192,1,Steak Bowl,$11.75 
1193,1,Veggie Burrito,$8.49 
1194,1,Chicken Soft Tacos,$8.49 
1195,1,Carnitas Crispy Tacos,$8.99 
1196,1,Side of Chips,$1.69 
1197,1,Carnitas Burrito,$9.25 
1198,1,Chicken Bowl,$11.25 
1199,1,Steak Burrito,$11.75 
1200,1,Carnitas Bowl,$9.25 
1201,1,Chicken Burrito,$8.75 
1202,1,Barbacoa Burrito,$11.75 
1203,1,Chicken Burrito,$8.75 
1204,1,Chicken Bowl,$8.75 
1205,1,Chicken Bowl,$11.25 
1206,1,Chicken Bowl,$11.25 
1207,1,Chicken Bowl,$10.98 
1208,1,Chicken Burrito,$11.25 
1209,1,Chips and Guacamole,$4.45 
1210,1,Chicken Bowl,$10.98 
1211,1,Chicken Burrito,$8.49 
1212,1,Carnitas Bowl,$8.99 
1213,1,Izze,$3.39 
1214,1,Chips and Guacamole,$3.99 
1215,1,Steak Burrito,$8.99 
1216,1,Canned Soda,$1.09 
1217,1,Canned Soda,$1.09 
1218,1,Chips and Tomatillo-Green Chili Salsa,$2.39 
1219,2,Chicken Burrito,$17.50 
1220,1,Chips and Guacamole,$4.45 
1221,1,Chicken Bowl,$11.25 
1222,1,Chicken Bowl,$11.25 
1223,1,Chips and Guacamole,$4.45 
1224,1,Steak Bowl,$9.25 
1225,1,Chips and Guacamole,$4.45 
1226,1,Chicken Bowl,$8.75 
1227,1,Chips,$2.15 
1228,1,Canned Soft Drink,$1.25 
1229,1,Barbacoa Salad Bowl,$11.89 
1230,1,Chips and Fresh Tomato Salsa,$2.95 
1231,1,Steak Burrito,$11.75 
1232,1,Canned Soft Drink,$1.25 
1233,1,Chicken Burrito,$11.25 
1234,1,Chips and Guacamole,$4.45 
1235,1,Barbacoa Bowl,$11.48 
1236,1,Barbacoa Bowl,$11.48 
1237,1,Chips and Fresh Tomato Salsa,$2.95 
1238,1,Carnitas Burrito,$9.25 
1239,1,Chicken Burrito,$8.75 
1240,1,Barbacoa Soft Tacos,$9.25 
1241,1,Chips and Fresh Tomato Salsa,$2.95 
1242,1,Veggie Bowl,$11.25 
1243,1,Canned Soft Drink,$1.25 
1244,1,Carnitas Bowl,$11.75 
1245,1,Canned Soft Drink,$1.25 
1246,1,Steak Bowl,$8.99 
1247,1,Chips and Fresh Tomato Salsa,$2.39 
1248,1,Canned Soft Drink,$1.25 
1249,1,Chicken Soft Tacos,$11.25 
1250,1,Canned Soft Drink,$1.25 
1251,1,Chicken Burrito,$11.25 
1252,1,Veggie Burrito,$8.49 
1253,1,Chips and Guacamole,$3.99 
1254,4,Chicken Burrito,$35.00 
1255,3,Steak Burrito,$27.75 
1256,1,Veggie Burrito,$8.75 
1257,4,Chips and Fresh Tomato Salsa,$11.80 
1258,2,Chips and Guacamole,$8.90 
1259,2,Chips and Tomatillo-Green Chili Salsa,$5.90 
1260,1,6 Pack Soft Drink,$6.49 
1261,1,Veggie Burrito,$10.98 
1262,2,Steak Burrito,$17.98 
1263,1,Chips and Tomatillo-Green Chili Salsa,$2.39 
1264,1,Barbacoa Bowl,$9.25 
1265,1,Chicken Bowl,$8.75 
1266,1,Chips,$2.15 
1267,1,Chicken Soft Tacos,$8.75 
1268,1,Chips and Guacamole,$4.45 
1269,1,Chicken Burrito,$8.49 
1270,1,Side of Chips,$1.69 
1271,1,Chicken Burrito,$8.19 
1272,1,Steak Burrito,$8.69 
1273,1,Chicken Burrito,$10.98 
1274,1,Chips and Guacamole,$3.99 
1275,1,Steak Burrito,$11.48 
1276,1,Steak Burrito,$11.48 
1277,1,Chips and Guacamole,$4.45 
1278,1,Chicken Soft Tacos,$8.75 
1279,1,6 Pack Soft Drink,$6.49 
1280,1,Chicken Burrito,$8.75 
1281,1,Chicken Bowl,$8.75 
1282,1,Steak Burrito,$9.25 
1283,1,Canned Soft Drink,$1.25 
1284,1,Chips and Guacamole,$4.45 
1285,1,Chicken Burrito,$8.49 
1286,1,Side of Chips,$1.69 
1287,1,Carnitas Burrito,$9.25 
1288,1,Chips and Guacamole,$4.45 
1289,1,Steak Burrito,$8.99 
1290,1,Canned Soda,$1.09 
1291,1,Chicken Bowl,$11.25 
1292,1,Chips and Roasted Chili Corn Salsa,$2.95 
1293,1,Steak Bowl,$11.08 
1294,1,Carnitas Bowl,$11.08 
1295,1,Chips and Guacamole,$3.89 
1296,1,Chicken Bowl,$10.98 
1297,1,Veggie Bowl,$11.25 
1298,1,Chicken Bowl,$8.75 
1299,1,Chicken Bowl,$11.25 
1300,1,Barbacoa Burrito,$9.25 
1301,2,Chips,$4.30 
1302,1,Chicken Bowl,$8.75 
1303,1,Chicken Bowl,$8.49 
1304,1,Chips and Guacamole,$3.99 
1305,1,Side of Chips,$1.69 
1306,1,Steak Bowl,$8.99 
1307,1,Chicken Bowl,$8.49 
1308,1,Side of Chips,$1.69 
1309,1,Steak Burrito,$11.75 
1310,1,Chicken Burrito,$11.25 
1311,1,Steak Salad Bowl,$11.89 
1312,1,Steak Bowl,$9.25 
1313,1,Chips and Tomatillo-Red Chili Salsa,$2.95 
1314,1,Steak Bowl,$9.25 
1315,1,Chips and Fresh Tomato Salsa,$2.95 
1316,1,Veggie Salad Bowl,$8.75 
1317,1,Chips and Guacamole,$4.45 
1318,1,Chips and Guacamole,$4.45 
1319,1,Veggie Bowl,$8.75 
1320,1,Chicken Burrito,$10.98 
1321,1,Steak Burrito,$11.48 
1322,1,Chicken Burrito,$8.49 
1323,1,Steak Burrito,$9.25 
1324,1,Chips and Guacamole,$4.45 
1325,1,Steak Burrito,$11.75 
1326,1,Barbacoa Salad Bowl,$11.89 
1327,1,Steak Crispy Tacos,$8.99 
1328,1,Chicken Burrito,$8.49 
1329,1,Chicken Bowl,$8.75 
1330,1,Steak Bowl,$9.25 
1331,1,Chicken Burrito,$8.75 
1332,1,Chicken Bowl,$8.75 
1333,1,Steak Burrito,$11.75 
1334,1,Barbacoa Soft Tacos,$11.75 
1335,1,Chips and Guacamole,$4.45 
1336,1,Chicken Burrito,$11.25 
1337,1,Carnitas Burrito,$11.75 
1338,2,Canned Soft Drink,$2.50 
1339,1,Steak Burrito,$8.99 
1340,1,Side of Chips,$1.69 
1341,1,Carnitas Bowl,$11.75 
1342,1,Chips,$2.15 
1343,1,Canned Soft Drink,$1.25 
1344,1,Carnitas Bowl,$9.25 
1345,1,Chicken Crispy Tacos,$8.75 
1346,2,Chips and Guacamole,$8.90 
1347,1,Barbacoa Bowl,$9.25 
1348,1,Chips and Tomatillo-Red Chili Salsa,$2.95 
1349,1,Veggie Burrito,$8.75 
1350,1,Chicken Burrito,$11.25 
1351,2,Chips and Guacamole,$8.90 
1352,1,Chicken Salad Bowl,$11.25 
1353,1,Steak Soft Tacos,$11.75 
1354,1,Steak Bowl,$11.48 
1355,1,Side of Chips,$1.69 
1356,1,Nantucket Nectar,$3.39 
1357,1,Barbacoa Bowl,$9.25 
1358,1,Chips and Roasted Chili Corn Salsa,$2.95 
1359,1,Carnitas Bowl,$8.99 
1360,1,Side of Chips,$1.69 
1361,1,Chicken Soft Tacos,$8.49 
1362,1,Chicken Burrito,$10.98 
1363,1,Veggie Bowl,$11.25 
1364,1,Chips and Fresh Tomato Salsa,$2.95 
1365,1,Steak Soft Tacos,$8.99 
1366,1,Side of Chips,$1.69 
1367,1,Chicken Bowl,$8.75 
1368,1,Chips,$2.15 
1369,1,Canned Soft Drink,$1.25 
1370,1,Chicken Bowl,$8.75 
1371,1,Chips and Roasted Chili Corn Salsa,$2.95 
1372,1,Steak Burrito,$9.25 
1373,2,Canned Soft Drink,$2.50 
1374,1,Veggie Bowl,$11.25 
1375,1,Canned Soft Drink,$1.25 
1376,1,Carnitas Bowl,$11.75 
1377,2,Canned Soft Drink,$2.50 
1378,1,Chicken Bowl,$11.25 
1379,1,Bottled Water,$1.50 
1380,1,Chicken Soft Tacos,$8.75 
1381,1,Canned Soft Drink,$1.25 
1382,1,Chips and Tomatillo-Red Chili Salsa,$2.95 
1383,1,Barbacoa Bowl,$11.48 
1384,1,Steak Burrito,$11.48 
1385,1,Chicken Bowl,$8.75 
1386,1,Chicken Bowl,$8.75 
1387,1,Chips,$2.15 
1388,1,Steak Burrito,$11.75 
1389,1,Canned Soft Drink,$1.25 
